row ID,row m/z,row retention time,intensity_measure,AlgCoPs_Plate1_Well_L6_P1-B-2_01_22929.mzXML Peak area,AlgCoPs_Plate1_Well_L16_P1-B-4_01_22931.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L10_P1-A-8_01_22925.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L8_P1-A-7_01_22924.mzXML Peak area,AlgMedVibMono_Plate2_Well_L9_P1-A-7_01_22879.mzXML Peak area,AlgMedPsMono_Plate2_Well_L6_P1-B-2_01_22882.mzXML Peak area,HalCoAlgae_Plate1_Well_U7_P1-D-6_01_22957.mzXML Peak area,BacMediaAlgaMonoPlate1_WellU13_P1-C-3_01_22940.mzXML Peak area,AlgMedPsMono_Plate2_Well_L3_P1-B-1_01_22881.mzXML Peak area,BacMediaAlgaMonoPlate1_WellU15_P1-C-4_01_22941.mzXML Peak area,HalCoAlgae_Plate1_Well_U2_P1-D-5_01_22956.mzXML Peak area,AlgMedVibMono_Plate2_Well_L8_P1-A-6_01_22878.mzXML Peak area,AlgaeMono_Plate1_Well_L15_P1-A-4_01_22920.mzXML Peak area,HalMono_Plate2_Well_U5_P1-D-5_01_22911.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L5_P1-A-6_01_22923.mzXML Peak area,BactMediaCntrl_Plate2_Well_U4_P1-C-2_01_22893.mzXML Peak area,AlgCoHalo_Plate1_Well_L7_P1-B-6_01_22934.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L13_P1-A-3_01_22867.mzXML Peak area,AlgCoPs_Plate1_Well_L1_P1-B-1_01_22928.mzXML Peak area,AlgMedHalMono_Plate2_Well_L5_P1-B-5_01_22886.mzXML Peak area,AlgCoPs_Plate1_Well_L11_P1-B-3_01_22930.mzXML Peak area,PsCoAlgae_Plate1_Well_U1_P1-D-1_01_22951.mzXML Peak area,AlgCoHalo_Plate1_Well_L14_P1-B-8_01_22936.mzXML Peak area,HalMono_Plate2_Well_U10_P1-D-7_01_22913.mzXML Peak area,PsMono_Plate2_Well_U14_P1-D-4_01_22909.mzXML Peak area,HalMono_Plate2_Well_U15_P1-D-8_01_22914.mzXML Peak area,AlgaeMono_Plate1_Well_L4_P1-A-1_01_22917.mzXML Peak area,VibCoAlgae_Plate1_Well_U3_P1-C-5_01_22945.mzXML Peak area,PsCoAlgae_Plate1_Well_U16_P1-D-4_01_22954.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L3_P1-A-5_01_22922.mzXML Peak area,PsMono_Plate2_Well_U12_P1-D-3_01_22908.mzXML Peak area,VibMono_Plate2_Well_U2_P1-C-5_01_22897.mzXML Peak area,BactMediaCntrl_Plate2_Well_U16_P1-C-4_01_22895.mzXML Peak area,VibMono_Plate2_Well_U8_P1-C-6_01_22898.mzXML Peak area,HalMono_Plate2_Well_U7_P1-D-6_01_22912.mzXML Peak area,VibCoAlgae_Plate1_Well_U8_P1-C-7_01_22947.mzXML Peak area,BacMediaAlgaMonoPlate1_Well_U4_P1-C-1_01_22938.mzXML Peak area,PsCoAlgae_Plate1_Well_U11_P1-D-3_01_22953.mzXML Peak area,AlgCoHalo_Plate1_Well_L12_P1-B-7_01_22935.mzXML Peak area,PsMono_Plate2_Well_U3_P1-D-1_01_22906.mzXML Peak area,VibCoAlgae_Plate1_Well_U5_P1-C-6_01_22946.mzXML Peak area,AlgMedHalMono_Plate2_Well_L15_P1-B-8_01_22889.mzXML Peak area,VibMono_Plate2_Well_U9_P1-C-7_01_22899.mzXML Peak area,PsCoAlgae_Plate1_Well_U6_P1-D-2_01_22952.mzXML Peak area,AlgCoHalo_Plate1_Well_L2_P1-B-5_01_22933.mzXML Peak area,VibCoAlgae_Plate1_Well_U10_P1-C-8_01_22948.mzXML Peak area,BactMediaCntrl_Plate2_Well_U1_P1-C-1_01_22892.mzXML Peak area,VibMono_Plate2_Well_U11_P1-C-8_01_22900.mzXML Peak area,AlgaeMono_Plate1_Well_L9_P1-A-2_01_22918.mzXML Peak area,HalCoAlgae_Plate1_Well_U14_P1-D-7_01_22958.mzXML Peak area,BactMediaCntrl_Plate2_Well_U13_P1-C-3_01_22894.mzXML Peak area,BacMediaAlgaMonoPlate1_Well_U9_P1-C-2_01_22939.mzXML Peak area,PsMono_Plate2_Well_U6_P1-D-2_01_22907.mzXML Peak area,AlgMedVibMono_Plate2_Well_L11_P1-A-8_01_22880.mzXML Peak area,AlgMedHalMono_Plate2_Well_L7_P1-B-6_01_22887.mzXML Peak area,AlgMedPsMono_Plate2_Well_L14_P1-B-4_01_22884.mzXML Peak area,AlgMedVibMono_Plate2_Well_L2_P1-A-5_01_22877.mzXML Peak area,AlgMedHalMono_Plate2_Well_L10_P1-B-7_01_22888.mzXML Peak area,AlgaeMono_Plate1_Well_L13_P1-A-3_01_22919.mzXML Peak area,AlgaeMediaCntrl_Plate2_Well_L1_P1-A-1_01_22873.mzXML Peak area,AlgMedPsMono_Plate2_Well_L12_P1-B-3_01_22883.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L16_P1-A-4_01_22870.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L4_P1-A-2_01_22866.mzXML Peak area,AlgaeMediaCntrl_Plate2_Well_L1_P1-A-1_01_22865.mzXML Peak area,Unnamed: 67
6053,315.6661595662435,4.832726111111112,area,0.0,0.0,2767861.554500004,386895.3405000004,2392739.6544999937,0.0,937784.7065000028,496144.33450000006,0.0,718481.688000002,0.0,178894.6250000003,3962111.1365000047,0.0,1929011.6565000012,360747.6644999998,3922373.859999994,4047911.355999996,0.0,0.0,0.0,0.0,3754699.1539999982,0.0,0.0,0.0,4299504.694499988,0.0,0.0,360340.7734999995,0.0,0.0,0.0,0.0,0.0,0.0,686549.6299999985,0.0,3426277.044499995,0.0,0.0,0.0,0.0,0.0,107512.45599999985,0.0,857288.674499999,0.0,4087123.614999997,654471.7574999983,1107287.7479999987,801964.3005000012,0.0,186539.9074999996,0.0,0.0,234127.7510000015,0.0,3401354.316999994,4269446.839499987,0.0,3643280.590499993,3393338.0544999936,4112276.689999993,
6054,659.3400133918313,6.442476470588233,area,0.0,0.0,2719673.5364999967,3560981.0759999896,4966126.782500008,0.0,714327.6480000017,216898.23049999957,0.0,366564.16949999885,0.0,4123787.7740000025,3245463.7000000016,0.0,4418120.971999998,0.0,2175612.061499999,575412.6020000005,0.0,0.0,0.0,0.0,3705165.510999994,0.0,0.0,0.0,5283925.494999989,418644.0430000015,0.0,3940304.1549999937,0.0,0.0,0.0,617136.1840000005,0.0,486896.3909999998,261812.6464999997,0.0,2727066.6104999976,0.0,443764.1849999999,0.0,923619.4335000032,0.0,837846.5225000007,581939.3700000002,0.0,943010.7030000004,4689861.86750001,487080.4330000005,0.0,531974.823000001,0.0,4126460.310499989,0.0,0.0,5516049.722000006,0.0,3518451.090000006,260846.74299999967,0.0,1127658.9539999943,711577.8059999964,820550.9124999995,
6057,385.2120005289714,9.911841666666668,area,0.0,0.0,3226598.374000007,0.0,4149818.7259999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3322992.8960000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414321.8605000018,0.0,0.0,0.0,115519.17500000008,0.0,287089.67000000173,0.0,322281.35149999906,0.0,0.0,0.0,0.0,141690.12449999966,0.0,129819.7259999991,0.0,0.0,111981.08499999804,0.0,681548.5560000015,0.0,0.0,0.0,0.0,0.0,7442583.488500022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6058,576.3502685546875,5.86502,area,0.0,0.0,5166363.467000002,3359748.055500003,5459434.317000001,0.0,243035.2680000005,0.0,0.0,130461.16399999974,0.0,2234618.769499999,0.0,0.0,5296986.951000004,1227339.957000001,1550880.804499998,0.0,0.0,0.0,0.0,0.0,1069695.6995000003,0.0,0.0,0.0,0.0,0.0,0.0,2579455.808000002,0.0,0.0,0.0,0.0,0.0,0.0,104454.99799999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733605.816,0.0,1683826.1150000014,129241.9610000003,3200420.173999992,150609.72000000026,0.0,1938216.2095000008,0.0,0.0,3156563.2139999988,0.0,0.0,0.0,0.0,26930261.322999995,0.0,0.0,
6060,391.208375784067,6.555594230769231,area,0.0,0.0,3252573.058500008,5109496.552000004,64603.5859999999,0.0,1225404.7475,692888.4735000002,0.0,900220.3220000007,0.0,0.0,1121289.232999999,0.0,4171856.314999995,0.0,1186756.3639999982,0.0,0.0,0.0,0.0,0.0,1213079.4154999992,0.0,0.0,0.0,1387724.442499997,771781.9599999998,0.0,5339912.008499999,0.0,0.0,0.0,0.0,0.0,1136810.7845000003,883928.5299999986,0.0,1307268.7789999996,0.0,980627.4549999996,0.0,0.0,0.0,885805.6799999992,1337460.0479999995,0.0,0.0,1310807.8724999984,1349128.788000001,0.0,1108808.9655000002,0.0,53745.56250000019,0.0,0.0,88434.28000000029,0.0,1819808.7284999983,0.0,0.0,0.0,0.0,16881.074999999673,
6061,287.16089884440106,4.955861111111112,area,0.0,0.0,2239927.5375,1175812.823499997,4354269.28750001,0.0,0.0,0.0,0.0,79465.69800000003,0.0,1152659.2129999958,557763.7500000006,0.0,865302.247999999,47460.341499999646,648430.2210000003,5011550.80250001,0.0,0.0,0.0,78330.16899999965,360720.9434999998,0.0,0.0,0.0,495566.6074999999,0.0,0.0,760250.3950000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256645.3369999999,98957.5010000002,0.0,0.0,63484.12150000011,0.0,0.0,0.0,140957.35750000004,0.0,562285.5565000002,0.0,182455.14150000075,64137.18250000024,0.0,856990.9395000003,0.0,0.0,727790.1119999964,0.0,260680.9525000001,674060.6639999988,0.0,3925903.779500005,0.0,585561.7864999998,
6062,326.68700382627287,4.627781609195402,area,0.0,0.0,7866967.846999994,8341302.468999999,11653344.147999993,0.0,2189536.499999999,1552742.6424999994,0.0,2323954.152500001,0.0,9166021.138499994,15023891.32349999,0.0,9761040.980499996,0.0,11879714.782499995,0.0,0.0,0.0,0.0,0.0,15478407.859999998,0.0,0.0,42527.66300000005,0.0,999072.685000001,0.0,9038969.725999992,0.0,0.0,0.0,1850799.9924999997,0.0,1493148.8264999995,1786599.6715,0.0,16319103.693000007,110637.18000000004,904360.651,0.0,3600532.213000004,0.0,7152943.186499998,1862235.018,0.0,3132548.6765,0.0,1169376.5224999995,0.0,3068755.1615,0.0,10209162.425,0.0,0.0,11668726.157999998,0.0,13720506.783000007,0.0,0.0,0.0,0.0,0.0,
6063,322.1543690999349,6.163112222222223,area,0.0,0.0,1478144.3319999978,6256516.427500025,2731540.8905000105,0.0,0.0,0.0,0.0,0.0,0.0,6528551.181499995,0.0,0.0,1910177.937500005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5455955.193000022,0.0,1396739.1230000064,0.0,1087767.4969999942,0.0,835280.9595000027,0.0,0.0,0.0,0.0,646410.444500003,0.0,1226749.4099999978,0.0,0.0,430197.8314999999,0.0,1201595.9569999948,0.0,0.0,0.0,0.0,0.0,5116991.643499995,0.0,0.0,8049803.513000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6065,268.16533106023616,5.7984768939393945,area,0.0,0.0,3217901.5744999927,3083843.529500007,3274591.012999998,0.0,436648.7694999988,249235.7539999996,11824.730000000369,343009.637,0.0,1346677.1399999997,75095.86399999988,0.0,3072450.492500007,0.0,2372925.5560000003,700621.2755000008,11667.780000000324,37140.686999999816,0.0,0.0,2854231.8950000023,0.0,0.0,35395.715999999804,1553932.0744999973,190038.39399999988,0.0,1823720.7969999968,0.0,0.0,0.0,194834.0955,0.0,215742.03199999963,270369.3240000009,0.0,1388168.1095000014,0.0,148010.437,35195.25999999996,264609.4539999992,0.0,1113280.4840000006,258768.98500000007,120348.6730000003,304755.10000000073,3006835.087,323278.1209999998,210767.41500000024,384370.6474999998,0.0,2784746.043,63951.53499999963,22911.42100000017,1617187.8139999963,125504.145,1635171.2894999965,507634.7959999999,0.0,532340.3574999997,431964.61649999977,388558.44249999954,
6069,339.16848155430387,6.446344642857143,area,0.0,0.0,2995062.653499998,2909440.281999999,3225853.419000005,0.0,119312.32550000017,65658.59299999986,0.0,106129.05599999978,0.0,1436560.8120000018,719171.7180000006,0.0,2964797.7985000014,0.0,775240.0069999994,0.0,0.0,0.0,0.0,0.0,719028.280499999,0.0,0.0,0.0,792807.7469999996,291986.90100000025,0.0,2785547.660500002,0.0,0.0,0.0,361211.80249999993,0.0,344308.26350000023,78291.89499999954,0.0,835855.2289999996,0.0,321874.70100000023,0.0,362179.28200000006,0.0,0.0,412810.9270000001,0.0,488140.0725000004,688359.921,50801.3464999998,0.0,150879.65600000048,0.0,2083654.5979999995,0.0,0.0,3195230.864999998,0.0,741493.2480000005,0.0,0.0,0.0,0.0,0.0,
6070,755.393769235322,6.093111111111112,area,0.0,0.0,1202628.621500004,1714619.1544999962,3164239.188000004,0.0,236683.16300000015,91299.02800000024,0.0,139808.9265000013,0.0,2292560.1030000006,1257999.9424999936,0.0,1963175.6205000053,0.0,1205450.8199999963,2869651.802000002,0.0,0.0,0.0,0.0,1331194.3984999985,0.0,0.0,0.0,2107033.4835000094,0.0,0.0,1827060.2294999952,0.0,0.0,0.0,306987.42750000017,0.0,117845.42299999924,0.0,0.0,1100809.739500005,0.0,0.0,0.0,501040.88000000233,0.0,404844.6950000003,153617.73450000022,306092.9739999993,470955.24399999983,1832986.978999997,147469.7585000003,418951.3785000012,162494.23449999987,0.0,2113090.7320000096,0.0,0.0,3378116.0304999934,0.0,1288182.7419999987,4897319.4245,0.0,3408112.927499995,4062362.117499989,11851182.183500014,
6071,288.1606602986654,5.027493888888888,area,0.0,0.0,2046519.3495000005,1986784.4864999976,1779753.654500006,0.0,843553.9404999989,765982.1845000007,0.0,658163.1405000023,0.0,1478808.4994999953,890261.5264999978,0.0,1712656.141000006,0.0,927785.155499998,0.0,0.0,0.0,0.0,0.0,819627.0490000052,0.0,0.0,0.0,669038.6525000025,685498.1965000001,0.0,1464557.599500009,0.0,0.0,0.0,810633.6810000018,0.0,771515.4624999996,646611.7655000002,0.0,779488.5095000007,0.0,734757.2900000004,0.0,1182991.258500002,0.0,242576.50500000003,802632.7759999998,0.0,1209039.1834999998,642587.9859999963,628356.4399999994,0.0,926744.9629999996,0.0,2355958.7969999947,0.0,0.0,2007936.1575,0.0,1220359.377499998,0.0,0.0,98837.47500000177,0.0,0.0,
6073,280.63955770956505,5.2788972972972985,area,0.0,0.0,1896514.812000003,5424872.476500003,7202669.906999985,0.0,2113680.181999997,1111054.2559999975,0.0,966537.9835,0.0,9728031.914000005,3353829.168500009,0.0,13334996.254999995,0.0,1388189.203000001,143886.49700000102,0.0,0.0,0.0,0.0,4817037.764000003,0.0,0.0,99496.52750000016,4257422.3325,1063739.2520000003,0.0,10009499.199500006,0.0,0.0,0.0,2578418.454500005,0.0,1869185.758000003,497671.3405000004,0.0,4840943.877000009,0.0,591345.9979999992,0.0,3149074.847000003,0.0,610538.9325000003,2972657.035499994,47417.80800000002,3195931.9444999965,5691738.761999997,1273403.9725,0.0,2235776.805500002,0.0,11977789.26300003,0.0,127941.28199999982,16134132.977500008,0.0,3374560.2464999934,112305.64499999971,0.0,228502.80149999983,589948.4529999986,100523.2639999998,
6074,302.6527717590332,5.147711666666668,area,0.0,0.0,1521710.8189999997,4451409.98800001,4123507.314999999,0.0,2636609.912999995,1597547.5465000016,0.0,1612094.092499998,0.0,8305884.999000006,4051975.7670000014,0.0,8505907.193499997,1241294.9174999972,2988924.138,2478908.143999999,0.0,0.0,0.0,0.0,5696784.852499995,0.0,0.0,86294.44250000014,5336556.3655,894217.1384999999,0.0,7140611.332499994,0.0,0.0,0.0,1868142.0459999985,0.0,1255218.9379999992,913182.375999997,0.0,6059333.640499986,76874.47449999968,450132.9245000004,0.0,1952740.725499994,0.0,6691296.3465,1786370.3135,2457514.5895000035,2163894.9100000025,6251076.2540000025,1881107.990499999,3238207.278000007,2696616.246500004,0.0,7998357.277000008,0.0,133756.53150000022,9072358.810500003,0.0,4592889.908999992,7594004.226499984,0.0,2711156.441500012,7970383.912500018,7012454.880499982,
6075,473.2757754325866,6.568242708333334,area,0.0,0.0,1408079.0490000031,678948.9055000012,2361236.0484999944,0.0,1052688.443999998,178245.0590000003,0.0,184410.11199999996,0.0,910624.8824999996,2863300.361500001,0.0,1826955.3089999976,318683.6440000002,2513082.719499998,5831271.994499988,0.0,0.0,0.0,0.0,2893801.035499998,0.0,0.0,0.0,4270828.9489999935,0.0,0.0,823425.6160000004,0.0,0.0,0.0,0.0,0.0,0.0,163563.55999999997,0.0,2769559.989499997,0.0,0.0,0.0,119693.72299999994,0.0,2536813.9015,0.0,778916.8520000022,49692.42750000011,3560717.268999998,635709.7744999999,1015046.2845,320221.0095000002,0.0,740075.784500001,0.0,0.0,756927.4110000022,0.0,3185209.533,9341221.474499987,0.0,8356513.589499989,7861265.853000013,15461984.980500028,
6076,183.1124213614115,4.003917073170732,area,0.0,0.0,4600258.716,0.0,0.0,3760168.196000001,773377.0205000001,282147.7555000003,3938250.9079999984,356155.7045000004,1576473.56,0.0,3890897.1260000025,259140.09400000013,0.0,366805.3130000001,0.0,0.0,0.0,0.0,0.0,1672403.934499999,0.0,1029395.6665,480672.5089999994,1022489.5625000003,4042639.6335000014,304994.86449999973,0.0,4196448.120999997,808975.9289999999,151086.6750000001,0.0,418077.2080000005,367408.5725000002,309856.0635000006,394980.8804999997,246215.29349999965,0.0,240077.58449999947,298161.89699999965,0.0,1120510.8955000008,1365636.7980000002,0.0,572126.5980000002,814465.9704999995,951018.4364999993,0.0,456333.8929999994,899726.5980000003,692178.2484999998,812086.583,0.0,0.0,4182704.346499999,0.0,5183346.403000002,3908203.930500001,0.0,4879831.349499997,3936926.108500001,4513979.863999999,0.0,
6077,491.23259920687286,6.349743693693695,area,0.0,0.0,2560034.3344999994,3123975.499000004,2185369.077499999,0.0,378820.36399999977,436481.7309999993,0.0,28819.012499999888,0.0,9372329.96750001,4187716.8310000026,0.0,3092814.707500003,0.0,4249720.563999995,4987150.908499994,0.0,0.0,0.0,0.0,3835051.773000002,0.0,0.0,0.0,5717267.838999999,588250.7365,0.0,3332147.4500000007,0.0,0.0,0.0,26408.0475000002,0.0,22358.493500000164,405235.21100000007,0.0,3740293.037999997,105324.79149999972,617815.9439999997,0.0,1206950.136,0.0,3099663.5269999937,12242.578000000174,107422.75800000005,15238.027000000318,4719485.591499996,167810.3794999999,115149.06399999984,648921.5550000009,0.0,5769443.315000002,0.0,0.0,45895.65299999851,0.0,3626063.8235000046,1848688.4145000016,0.0,7274959.974499995,1623303.4839999976,2890123.284999998,
6078,751.3661838107639,6.620768055555557,area,0.0,0.0,1598421.6299999978,1567600.2460000026,1964268.274,0.0,286046.79499999894,123316.59700000036,0.0,173356.86550000042,0.0,765917.3499999988,1150327.5459999982,0.0,1977410.3160000024,147072.94049999997,9688.615500000073,2631169.903999999,0.0,0.0,0.0,0.0,1304204.4755000009,0.0,0.0,0.0,1679067.260999998,141840.68700000047,0.0,1723490.2084999976,0.0,0.0,0.0,141640.1620000004,0.0,129323.75649999954,159514.42849999949,0.0,1243891.2334999982,0.0,143573.5185000005,0.0,159857.7415000005,0.0,0.0,138853.063,365681.9689999993,194973.78199999977,1468403.2534999968,177724.03600000005,463888.2120000009,243006.75950000028,0.0,1062928.796500002,0.0,0.0,2038005.183499999,0.0,1189437.1664999973,3955472.097500005,0.0,4098105.8169999993,3587759.753500008,9379357.258499976,
6080,496.2439727783203,10.103849999999998,area,0.0,0.0,1454688.7950000043,6091190.137000006,3338608.0870000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085821.4064999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243830.12350000112,0.0,0.0,0.0,223144.80900000155,0.0,181844.03650000063,0.0,243457.2740000013,0.0,0.0,0.0,0.0,97515.6075000005,0.0,92160.64400000006,0.0,0.0,79141.33399999923,0.0,106045.95300000029,0.0,0.0,0.0,0.0,0.0,5071797.314999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6081,345.2206964492798,6.696757291666667,area,0.0,0.0,1932069.510499995,1778463.2865000006,3349544.247500004,0.0,0.0,0.0,0.0,0.0,0.0,1539276.5460000015,5965797.805000006,0.0,1941934.4810000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89403.50400000036,0.0,1245913.1090000016,0.0,0.0,0.0,182865.80600000007,0.0,105076.14349999986,0.0,0.0,0.0,0.0,98196.17850000014,0.0,287076.2560000011,0.0,0.0,124343.23899999991,0.0,292992.304,0.0,0.0,0.0,0.0,0.0,2289306.669000002,0.0,0.0,3105595.7825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6082,251.149894396464,5.855087500000001,area,0.0,0.0,2746928.543,1594086.3715000006,2292654.6845,0.0,100535.12200000032,52250.42300000008,0.0,81128.78249999996,0.0,795017.7630000003,459053.2465000003,0.0,1969338.8275000013,554264.9460000006,643144.5569999992,0.0,0.0,0.0,0.0,0.0,489816.1884999999,0.0,0.0,0.0,419041.4839999997,0.0,0.0,905770.3110000005,0.0,0.0,0.0,0.0,0.0,0.0,86677.88849999974,0.0,379447.5669999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991448.008,0.0,569087.1970000004,0.0,1230516.668999997,88645.06000000045,0.0,739028.2420000003,0.0,0.0,885625.9529999989,0.0,216176.7535000004,0.0,0.0,3055576.511500001,0.0,0.0,
6083,499.2904312133789,7.153889166666668,area,0.0,0.0,952642.8409999976,372896.35399999976,0.0,0.0,313438.6595000008,0.0,0.0,109874.25250000012,0.0,0.0,256587.1324999992,0.0,550208.5665000019,0.0,327138.7464999989,14923.83250000001,0.0,0.0,0.0,0.0,196222.47849999968,0.0,0.0,0.0,347608.4279999983,0.0,0.0,301980.0844999991,0.0,0.0,0.0,0.0,0.0,0.0,75179.48899999956,0.0,196097.56299999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247460.272000001,480776.64299999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327357.4625000016,194923.96499999848,0.0,22606.959999999777,154383.5464999991,290643.1955000007,
6084,310.21190185546874,5.023666111111111,area,0.0,0.0,1207796.7865000009,1192083.699499999,1263528.4734999991,0.0,0.0,177267.49500000034,0.0,251380.5810000008,0.0,772301.2044999966,585728.0334999993,0.0,1033128.046,0.0,0.0,38932.77100000002,0.0,0.0,0.0,0.0,567893.5130000019,0.0,0.0,0.0,595812.7909999996,240716.9045000001,0.0,1080645.6845000058,0.0,0.0,0.0,277831.6655000011,0.0,278640.3484999995,226918.8570000001,0.0,488268.1464999983,0.0,252160.2165000004,0.0,456064.13500000094,0.0,42939.719999999405,308380.4919999998,0.0,469366.28650000016,596048.3689999979,233851.84549999988,0.0,298199.1349999997,0.0,1122518.1544999967,0.0,8896.612500000247,1016815.8380000014,0.0,708664.6979999986,0.0,0.0,75154.24049999994,0.0,0.0,
6086,293.64789261356475,4.368664516129031,area,0.0,0.0,2006969.851499997,2041933.173000002,2640149.2210000018,0.0,173340.58800000022,41727.0229999999,0.0,48817.33599999973,0.0,1658644.354499997,652125.6780000002,0.0,2352108.9284999976,0.0,478039.6254999998,55606.82050000003,0.0,0.0,0.0,0.0,694170.651,0.0,0.0,0.0,794999.375999999,147093.31249999994,0.0,1900544.350999999,0.0,0.0,0.0,246753.39149999997,0.0,191715.7775000004,42690.38550000005,0.0,651639.5285000005,0.0,121037.18900000011,0.0,334480.90049999935,0.0,58076.91149999986,231523.5705000005,0.0,378596.2970000001,754368.4399999995,94441.11049999968,0.0,63290.13899999957,0.0,2111377.857999999,0.0,0.0,2345176.2845000005,0.0,630587.4160000001,0.0,0.0,0.0,0.0,11678.237999999888,
6087,299.14887096263743,6.103527777777779,area,0.0,0.0,2481593.239,3582646.593499998,0.0,3865627.018000007,2315723.376,0.0,0.0,24312.35700000003,320443.9695,0.0,6663333.516999996,0.0,8884827.030000007,0.0,4104268.167,0.0,0.0,0.0,0.0,1552556.1184999987,1594474.318500001,0.0,0.0,0.0,2665368.842000005,0.0,2414519.8605,3774287.5759999994,0.0,0.0,0.0,0.0,0.0,2238817.1915,1588095.7284999986,5082281.164999999,6526398.6435,0.0,838228.8330000007,0.0,0.0,841777.2725000003,8241006.511500004,0.0,0.0,9353838.23,1689380.0919999992,2581074.553500004,0.0,4428167.302999994,0.0,0.0,0.0,7284125.939000006,0.0,0.0,6896758.375500004,0.0,0.0,0.0,0.0,0.0,
6088,298.19932833584875,5.0771,area,0.0,0.0,711371.5375000001,0.0,759338.4715000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786388.9735000028,0.0,523379.6649999985,0.0,866033.5235000002,0.0,0.0,0.0,0.0,0.0,643653.656999998,0.0,0.0,0.0,629806.169999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80260.75449999963,0.0,539033.6314999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668566.4630000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544326.355500001,0.0,0.0,0.0,0.0,0.0,
6091,560.2716615464952,5.279156944444447,area,0.0,0.0,1207443.7665000018,4032807.733000001,6220266.146499986,0.0,1761840.0444999973,567320.611499999,0.0,555930.6065000001,0.0,9452929.936,2853292.696000008,0.0,12982518.234,0.0,1375456.6600000006,240849.18650000045,0.0,0.0,0.0,0.0,3859099.030000002,0.0,0.0,64755.66950000018,6491045.125499999,896184.8415000006,0.0,10738470.242500007,0.0,0.0,0.0,2095455.462000004,0.0,1440514.720000002,228387.3015000003,0.0,4674281.626000008,0.0,421037.58449999936,0.0,2567857.3660000023,0.0,641626.4425000004,2251370.135499996,0.0,2529129.233999997,6897742.561999995,907772.4130000004,0.0,1280077.528000001,0.0,10361362.435000025,0.0,68019.72900000018,20954426.594000023,0.0,3118614.782999995,449770.2569999999,0.0,711161.642,1780818.6964999968,645732.1949999997,
6092,505.3011932373047,6.194052564102564,area,0.0,0.0,704535.3865000017,0.0,886965.5799999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10775.759499999933,537218.9289999992,0.0,9332424.075500024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168145.93299999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202770.68199999855,0.0,0.0,0.0,0.0,0.0,1249042.759000005,0.0,0.0,0.0,1666205.3199999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14245146.58699997,0.0,11353969.33000004,13112449.015000029,23004607.527000017,
6095,326.7049762356666,6.467755376344085,area,0.0,0.0,1001367.8479999996,990613.5124999976,1384999.5905000032,0.0,443726.7725000007,106860.77550000005,0.0,237697.3114999998,0.0,911883.2445000012,1544742.7124999992,0.0,1103425.002999999,93061.89049999986,1306102.5309999995,0.0,0.0,0.0,0.0,0.0,1544864.4380000008,0.0,0.0,0.0,1628650.8375000025,0.0,0.0,971999.2000000024,0.0,0.0,0.0,165238.70049999922,0.0,94319.65150000015,106072.18549999969,0.0,1329165.8150000009,0.0,86177.7444999999,0.0,260198.4064999989,0.0,556479.523000001,166696.59250000044,91567.0890000003,346814.5219999999,1538610.5890000002,265272.15250000067,474160.5864999998,293686.5179999996,0.0,1150617.3244999982,0.0,0.0,1314826.1359999988,0.0,1444410.6744999995,0.0,0.0,0.0,0.0,0.0,
